name, type, manufacturer, barcode, price
Laundry Detergent,Office Supplies,Klarbrunn,1957630740,544.7070002555847
Fabric Softener,Office Supplies,Klarbrunn,1386734360,597.987174987793
Dishwasher,Home Supplies,Klarbrunn,1759011799,988.3512258529663
Refrigerator,Office Supplies,Klarbrunn,1949341843,344.779908657074
TV,Food,Klarbrunn,1949022280,20.877540111541748
Sound System,Food,Klarbrunn,1401762418,936.4814162254333
Microwave,Home Supplies,Klarbrunn,1205161085,865.1682734489441
Oven,Home Appliances,Klarbrunn,1359337695,11.616408824920654
Electric Kettle,Office Supplies,Klarbrunn,1671132734,84.76948738098145
Coffee Maker,Home Supplies,Klarbrunn,1552462829,871.0966110229492
Heater,Food,Klarbrunn,1644091908,742.1959042549133
Humidifier,Office Supplies,Klarbrunn,1823686643,960.5895280838013
Gaming Console,Home Appliances,Klarbrunn,1320703990,870.5835342407227
Pen,Home Supplies,Klarbrunn,1212806582,517.3368453979492
Pencil,Food,Klarbrunn,1143809650,47.8777289390564
Notepad,Home Supplies,Klarbrunn,1495883993,69.10425424575806
Sticky Notes,Home Appliances,Klarbrunn,1440014900,244.58593130111694
Calendar,Food,Klarbrunn,1384196133,75.88386535644531
Planner,Food,Klarbrunn,1882922452,950.1723051071167
Highlighter,Home Appliances,Klarbrunn,1900974509,746.1534738540649
Sharpener,Home Appliances,Klarbrunn,1350140746,839.1571640968323
Notebook,Personal Gadget,Klarbrunn,1519578051,260.217547416687
Journal,Office Supplies,Klarbrunn,1098442784,151.25679969787598
Diary,Home Appliances,Klarbrunn,1014369004,505.3167939186096
Printer,Home Appliances,Klarbrunn,1884911073,281.4369201660156
Trashcan,Office Supplies,Klarbrunn,1708472724,323.3499526977539
Chair,Personal Gadget,Klarbrunn,1877637675,322.15458154678345
Tape,Home Appliances,Klarbrunn,1729913785,935.3503584861755
Eraser,Office Supplies,Klarbrunn,1483213456,3.559231758117676
Iphone X,Office Supplies,La Croix,1854055403,21.107196807861328
Ipad Pro,Home Appliances,La Croix,1766125675,435.86277961730957
Macbook Pro,Food,La Croix,1626178603,171.9151735305786
XPS 13,Home Supplies,La Croix,1034205073,584.9466323852539
Noise Cancelling Series 2,Food,La Croix,1349398668,514.4301652908325
Inspiron,Office Supplies,La Croix,1641958593,586.6560339927673
Macbook Air,Home Appliances,La Croix,1581531183,29.65247631072998
Chips,Home Supplies,La Croix,1738157754,921.8611717224121
Milk,Home Supplies,La Croix,1417214038,909.4557762145996
Yoghurt,Home Appliances,La Croix,1814214255,493.5951232910156
Cheese,Home Appliances,La Croix,1711417208,540.7321453094482
Chicken Breast,Home Supplies,La Croix,1645076672,645.3840136528015
Frozen Pizza,Home Appliances,La Croix,1715906067,861.6779446601868
Bagels,Personal Gadget,La Croix,1844666127,777.8711915016174
Bread,Food,La Croix,1305366447,764.1608715057373
Cookies,Home Supplies,La Croix,1463896240,116.22476577758789
Sparkling Water,Personal Gadget,La Croix,1034479169,429.27849292755127
Energy Drink,Office Supplies,La Croix,1162384453,276.4664888381958
Soda,Office Supplies,La Croix,1926597745,379.55397367477417
Root Beer,Home Supplies,La Croix,1696971696,13.235330581665039
Juice,Personal Gadget,La Croix,1899814563,150.75534582138062
Toilet Paper,Food,La Croix,1143662806,108.71565341949463
Tooth Brush,Food,La Croix,1603696405,759.736180305481
Mouthwash,Food,La Croix,1147748081,2.232074737548828
Toothpaste,Office Supplies,La Croix,1702059934,143.26512813568115
Soap,Food,La Croix,1963452786,947.7011561393738
Shampoo,Home Appliances,La Croix,1091689362,928.4522533416748
Shower Gel,Home Appliances,La Croix,1373902852,222.70524501800537
Dish Soap,Office Supplies,La Croix,1507352444,870.6374764442444
Towels,Food,La Croix,1189528955,965.0212526321411
Cutlery,Office Supplies,La Croix,1508945466,52.63245105743408
Sanitizer,Home Appliances,La Croix,1713922527,362.22147941589355
Laundry Detergent,Home Appliances,La Croix,1071821388,113.80541324615479
Fabric Softener,Home Appliances,La Croix,1786894756,215.31575918197632
Dishwasher,Home Supplies,La Croix,1266679285,893.0706977844238
Refrigerator,Home Supplies,La Croix,1101987248,901.8023014068604
TV,Personal Gadget,La Croix,1696793361,591.4363861083984
Sound System,Home Appliances,La Croix,1927479839,806.0420155525208
Microwave,Home Supplies,La Croix,1099438187,943.0390000343323
Oven,Food,La Croix,1004202124,710.2868556976318
Electric Kettle,Office Supplies,La Croix,1472350154,624.8380541801453
Coffee Maker,Personal Gadget,La Croix,1758967350,58.339476585388184
Heater,Home Appliances,La Croix,1177805245,821.2742209434509
Humidifier,Home Appliances,La Croix,1458627079,541.665256023407
Gaming Console,Home Supplies,La Croix,1144864993,218.75053644180298
Pen,Home Supplies,La Croix,1076629994,6.427526473999023
Pencil,Home Appliances,La Croix,1738650299,853.9379835128784
Notepad,Personal Gadget,La Croix,1382222349,146.59470319747925
Sticky Notes,Food,La Croix,1313870288,938.427746295929
Calendar,Food,La Croix,1663341575,5.829572677612305
Planner,Home Appliances,La Croix,1403614520,679.5657873153687
Highlighter,Home Supplies,La Croix,1019739559,647.7860808372498
Sharpener,Home Appliances,La Croix,1914586122,3.4468770027160645
Notebook,Home Supplies,La Croix,1915470726,924.8196482658386
Journal,Office Supplies,La Croix,1373114787,141.68238639831543
Diary,Home Supplies,La Croix,1652753440,548.6775040626526
Printer,Home Supplies,La Croix,1974665383,89.9781584739685
Trashcan,Home Appliances,La Croix,1256151757,378.8386583328247
Chair,Home Supplies,La Croix,1981005673,695.6779360771179
Tape,Personal Gadget,La Croix,1461442432,245.7863688468933
Eraser,Home Supplies,La Croix,1447187964,435.78094244003296
Iphone X,Home Appliances,Perrier,1752467536,734.2292666435242
Ipad Pro,Office Supplies,Perrier,1674138734,49.70186948776245
Macbook Pro,Home Supplies,Perrier,1737391150,197.35747575759888
XPS 13,Home Supplies,Perrier,1516663309,975.9862422943115
Noise Cancelling Series 2,Personal Gadget,Perrier,1299367404,155.4897427558899
Inspiron,Office Supplies,Perrier,1341409819,783.7443947792053
Macbook Air,Home Supplies,Perrier,1482601351,964.4034504890442
Chips,Office Supplies,Perrier,1150776386,402.7615785598755
Milk,Home Appliances,Perrier,1710683130,799.3489503860474
Yoghurt,Office Supplies,Perrier,1058487624,246.74248695373535
Cheese,Home Appliances,Perrier,1798062286,184.95821952819824
Chicken Breast,Office Supplies,Perrier,1827839894,238.24399709701538
Frozen Pizza,Food,Perrier,1066394120,369.31556463241577
Bagels,Office Supplies,Perrier,1737266952,118.45868825912476
Bread,Home Supplies,Perrier,1364645269,168.34169626235962
Cookies,Home Supplies,Perrier,1308390904,237.66696453094482
Sparkling Water,Home Appliances,Perrier,1705332782,635.9577178955078
Energy Drink,Home Appliances,Perrier,1873193096,641.045868396759
Soda,Home Supplies,Perrier,1749751505,203.46063375473022
Root Beer,Food,Perrier,1039097534,698.3946561813354
Juice,Office Supplies,Perrier,1323809820,201.01815462112427
Toilet Paper,Home Appliances,Perrier,1568954149,674.6262311935425
Tooth Brush,Personal Gadget,Perrier,1235056143,863.6463284492493
Mouthwash,Home Supplies,Perrier,1278117251,540.6172871589661
Toothpaste,Personal Gadget,Perrier,1743177979,737.5748157501221
Soap,Office Supplies,Perrier,1279640490,411.8749499320984
Shampoo,Office Supplies,Perrier,1353855563,560.2580904960632
Shower Gel,Office Supplies,Perrier,1313275367,346.7490077018738
Dish Soap,Home Appliances,Perrier,1043142434,173.80529642105103
Towels,Food,Perrier,1272321607,798.5149621963501
Cutlery,Home Appliances,Perrier,1350939243,348.2550382614136
Sanitizer,Home Supplies,Perrier,1207908908,899.1108536720276
Laundry Detergent,Home Appliances,Perrier,1922664620,804.5176863670349
Fabric Softener,Personal Gadget,Perrier,1622092473,449.7918486595154
Dishwasher,Office Supplies,Perrier,1333571179,519.1689133644104
Refrigerator,Home Supplies,Perrier,1353946734,139.26780223846436
TV,Personal Gadget,Perrier,1346595287,112.45971918106079
Sound System,Office Supplies,Perrier,1676992892,127.41231918334961
Microwave,Personal Gadget,Perrier,1969080264,830.3843140602112
Oven,Personal Gadget,Perrier,1737774878,887.4301910400391
Electric Kettle,Food,Perrier,1763712299,160.5215072631836
Coffee Maker,Home Appliances,Perrier,1315804931,647.0949053764343
Heater,Personal Gadget,Perrier,1202722931,314.3606185913086
Humidifier,Personal Gadget,Perrier,1231660843,106.6177487373352
Gaming Console,Food,Perrier,1440626627,776.2975096702576
Pen,Food,Perrier,1995585453,423.7934350967407
Pencil,Home Appliances,Perrier,1618895468,487.40649223327637
Notepad,Home Appliances,Perrier,1411989075,973.8237261772156
Sticky Notes,Office Supplies,Perrier,1746060516,392.0755386352539
Calendar,Home Supplies,Perrier,1539891346,729.8200726509094
Planner,Office Supplies,Perrier,1749437320,434.84359979629517
Highlighter,Food,Perrier,1375284290,529.2057991027832
Sharpener,Food,Perrier,1541289234,326.1719346046448
Notebook,Home Supplies,Perrier,1854008033,140.50757884979248
Journal,Office Supplies,Perrier,1844681221,687.8737211227417
Diary,Home Supplies,Perrier,1773978099,214.369535446167
Printer,Food,Perrier,1185078371,495.6335425376892
Trashcan,Food,Perrier,1270092011,572.71409034729
Chair,Office Supplies,Perrier,1366069245,27.189433574676514
Tape,Home Supplies,Perrier,1826098934,182.0988655090332
Eraser,Home Appliances,Perrier,1045236650,35.67904233932495
Iphone X,Personal Gadget,Red Bull,1022990771,783.3893895149231
Ipad Pro,Home Appliances,Red Bull,1733568994,349.34502840042114
Macbook Pro,Home Appliances,Red Bull,1366543414,862.4276518821716
XPS 13,Home Appliances,Red Bull,1823943863,67.85345077514648
Noise Cancelling Series 2,Personal Gadget,Red Bull,1436604312,188.58444690704346
Inspiron,Personal Gadget,Red Bull,1666787131,514.1310095787048
Macbook Air,Personal Gadget,Red Bull,1102312597,903.7351608276367
Chips,Office Supplies,Red Bull,1450302240,906.7208766937256
Milk,Home Appliances,Red Bull,1761004567,387.69978284835815
Yoghurt,Office Supplies,Red Bull,1795592279,654.6729803085327
Cheese,Home Appliances,Red Bull,1110074321,272.58700132369995
Chicken Breast,Personal Gadget,Red Bull,1771099052,324.0233063697815
Frozen Pizza,Food,Red Bull,1242130176,833.4337472915649
Bagels,Home Appliances,Red Bull,1084223123,776.6999006271362
Bread,Home Supplies,Red Bull,1271638265,992.3332929611206
Cookies,Personal Gadget,Red Bull,1779556938,99.58302974700928
Sparkling Water,Personal Gadget,Red Bull,1928725873,674.8043298721313
Energy Drink,Home Appliances,Red Bull,1012271506,599.406361579895
Soda,Food,Red Bull,1781407807,728.0130982398987
Root Beer,Personal Gadget,Red Bull,1661887395,979.8296689987183
Juice,Food,Red Bull,1925297241,918.7833666801453
Toilet Paper,Office Supplies,Red Bull,1386594417,497.55769968032837
Tooth Brush,Personal Gadget,Red Bull,1079598700,183.9052438735962
Mouthwash,Food,Red Bull,1512752674,337.682843208313
Toothpaste,Food,Red Bull,1285203088,705.4947018623352
Soap,Office Supplies,Red Bull,1120123267,92.96417236328125
Shampoo,Home Appliances,Red Bull,1565991710,70.10293006896973
Shower Gel,Personal Gadget,Red Bull,1173279394,281.6242575645447
Dish Soap,Food,Red Bull,1504609528,672.5938320159912
Towels,Home Appliances,Red Bull,1306701938,513.1773948669434
Cutlery,Food,Red Bull,1231212216,215.77978134155273
Sanitizer,Food,Red Bull,1279057003,697.1437335014343
Laundry Detergent,Personal Gadget,Red Bull,1625880864,96.35883569717407
Fabric Softener,Office Supplies,Red Bull,1445500254,586.2382054328918
Dishwasher,Food,Red Bull,1906007279,259.35328006744385
Refrigerator,Home Supplies,Red Bull,1270592950,720.3454971313477
TV,Personal Gadget,Red Bull,1288084510,740.1872277259827
Sound System,Food,Red Bull,1724212811,272.5313901901245
Microwave,Home Supplies,Red Bull,1173716116,229.54189777374268
Oven,Personal Gadget,Red Bull,1814985543,441.352903842926
Electric Kettle,Food,Red Bull,1672638636,115.60755968093872
Coffee Maker,Office Supplies,Red Bull,1857167695,448.2805132865906
Heater,Personal Gadget,Red Bull,1117107561,246.3485598564148
Humidifier,Food,Red Bull,1815114525,214.25104141235352
Gaming Console,Personal Gadget,Red Bull,1183732153,166.57859086990356
Pen,Home Appliances,Red Bull,1092632844,749.9415874481201
Pencil,Home Appliances,Red Bull,1977983947,517.2958970069885
Notepad,Home Appliances,Red Bull,1941438504,810.6579780578613
Sticky Notes,Home Appliances,Red Bull,1875999520,224.76232051849365
Calendar,Home Supplies,Red Bull,1653023285,564.730703830719
Planner,Food,Red Bull,1496427589,781.7745208740234
Highlighter,Home Appliances,Red Bull,1411527452,795.6178188323975
Sharpener,Home Appliances,Red Bull,1096032665,451.6221284866333
Notebook,Home Appliances,Red Bull,1052374930,409.74879264831543
Journal,Food,Red Bull,1166292889,365.15647172927856
Diary,Home Supplies,Red Bull,1563747392,927.3592233657837
Printer,Home Supplies,Red Bull,1539665862,882.6110363006592
Trashcan,Office Supplies,Red Bull,1447366014,880.640983581543
Chair,Office Supplies,Red Bull,1894523003,44.364333152770996
Tape,Office Supplies,Red Bull,1624053715,86.56537532806396
Eraser,Personal Gadget,Red Bull,1943568951,619.3784475326538
Iphone X,Home Appliances,Monster,1421330260,70.45698165893555
Ipad Pro,Home Supplies,Monster,1584097495,997.8758096694946
Macbook Pro,Home Supplies,Monster,1948638285,226.15301609039307
XPS 13,Office Supplies,Monster,1927537704,677.8388619422913
Noise Cancelling Series 2,Office Supplies,Monster,1375120910,860.3538274765015
Inspiron,Home Appliances,Monster,1973892954,215.68268537521362
Macbook Air,Food,Monster,1940215154,99.15882349014282
Chips,Home Appliances,Monster,1082970143,493.10964345932007
Milk,Food,Monster,1004347915,766.0090327262878
Yoghurt,Personal Gadget,Monster,1663465964,878.5117268562317
Cheese,Personal Gadget,Monster,1782017747,70.1838731765747
Chicken Breast,Home Supplies,Monster,1263370422,106.73874616622925
Frozen Pizza,Food,Monster,1179425301,87.0898962020874
Bagels,Home Appliances,Monster,1626743854,380.65481185913086
Bread,Food,Monster,1111120764,144.94842290878296
Cookies,Home Supplies,Monster,1174322429,617.3077821731567
Sparkling Water,Food,Monster,1913029508,951.8499374389648
Energy Drink,Home Supplies,Monster,1675835371,867.0438528060913
Soda,Office Supplies,Monster,1761487882,462.8600478172302
Root Beer,Food,Monster,1783227763,562.4094009399414
Juice,Home Appliances,Monster,1998983388,474.9007225036621
Toilet Paper,Personal Gadget,Monster,1274650101,382.74621963500977
Tooth Brush,Office Supplies,Monster,1747186073,889.1008496284485
Mouthwash,Food,Monster,1773203378,518.1631445884705
Toothpaste,Food,Monster,1337245164,653.4338593482971
Soap,Food,Monster,1821741853,991.8437004089355
Shampoo,Food,Monster,1727496559,15.589892864227295
Shower Gel,Personal Gadget,Monster,1250886567,351.8458604812622
Dish Soap,Office Supplies,Monster,1921594998,815.6440854072571
Towels,Home Appliances,Monster,1022767867,512.6996040344238
Cutlery,Personal Gadget,Monster,1298190686,834.2794179916382
Sanitizer,Food,Monster,1184496030,243.8792586326599
Laundry Detergent,Home Supplies,Monster,1959776625,404.83152866363525
Fabric Softener,Home Supplies,Monster,1255182247,837.9048705101013
Dishwasher,Food,Monster,1587029144,581.5946459770203
Refrigerator,Office Supplies,Monster,1596349341,807.3297739028931
TV,Office Supplies,Monster,1620264896,633.6373090744019
Sound System,Home Supplies,Monster,1891258583,159.73520278930664
Microwave,Home Supplies,Monster,1796580840,769.4286108016968
Oven,Personal Gadget,Monster,1363139097,376.2398958206177
Electric Kettle,Home Appliances,Monster,1455494425,75.09362697601318
Coffee Maker,Home Appliances,Monster,1390263337,805.7399392127991
Heater,Personal Gadget,Monster,1533748053,215.95442295074463
Humidifier,Home Supplies,Monster,1587621040,808.5252046585083
Gaming Console,Home Supplies,Monster,1638299016,570.6451535224915
Pen,Personal Gadget,Monster,1596578007,804.120659828186
Pencil,Home Supplies,Monster,1992922454,968.6203002929688
Notepad,Home Supplies,Monster,1896969411,954.8346400260925
Sticky Notes,Food,Monster,1766474634,930.0270080566406
Calendar,Home Supplies,Monster,1087794861,744.8500990867615
Planner,Home Supplies,Monster,1318486200,372.0429539680481
Highlighter,Food,Monster,1695906285,281.68565034866333
Sharpener,Personal Gadget,Monster,1139793673,773.8583087921143
Notebook,Personal Gadget,Monster,1605287274,980.0167679786682
Journal,Home Supplies,Monster,1762411578,175.11671781539917
Diary,Personal Gadget,Monster,1356812917,5.349993705749512
Printer,Home Appliances,Monster,1094462022,527.0398855209351
Trashcan,Food,Monster,1569482681,715.6736850738525
Chair,Personal Gadget,Monster,1574000797,494.50820684432983
Tape,Food,Monster,1564383168,492.38020181655884
Eraser,Office Supplies,Monster,1191924108,9.518921375274658
Iphone X,Food,Pepsi,1433042217,87.50557899475098
Ipad Pro,Personal Gadget,Pepsi,1911348103,655.8070778846741
Macbook Pro,Food,Pepsi,1548980325,613.3310794830322
XPS 13,Home Appliances,Pepsi,1802085753,290.71158170700073
Noise Cancelling Series 2,Personal Gadget,Pepsi,1157378287,883.9201331138611
Inspiron,Food,Pepsi,1447893606,418.95437240600586
Macbook Air,Food,Pepsi,1740710029,198.14306497573853
Chips,Personal Gadget,Pepsi,1895438582,474.8494029045105
Milk,Office Supplies,Pepsi,1411417148,182.7065348625183
Yoghurt,Food,Pepsi,1762479150,861.1741065979004
Cheese,Home Appliances,Pepsi,1455324115,734.821081161499
Chicken Breast,Home Appliances,Pepsi,1664233378,866.7442202568054
Frozen Pizza,Personal Gadget,Pepsi,1186240923,801.194965839386
Bagels,Food,Pepsi,1047603978,238.48164081573486
Bread,Home Appliances,Pepsi,1583421320,977.4539470672607
Cookies,Office Supplies,Pepsi,1929764375,530.9404730796814
Sparkling Water,Personal Gadget,Pepsi,1395219300,124.88758563995361
Energy Drink,Food,Pepsi,1148118243,475.94672441482544
Soda,Personal Gadget,Pepsi,1896012419,185.28443574905396
Root Beer,Office Supplies,Pepsi,1160990256,601.9517779350281
Juice,Home Appliances,Pepsi,1686468450,575.8234262466431
Toilet Paper,Personal Gadget,Pepsi,1451380789,547.2404956817627
Tooth Brush,Home Supplies,Pepsi,1502369010,301.45561695098877
Mouthwash,Home Appliances,Pepsi,1329131726,829.2554020881653
Toothpaste,Office Supplies,Pepsi,1132950361,709.4767093658447
Soap,Personal Gadget,Pepsi,1689946728,895.5945372581482
Shampoo,Home Supplies,Pepsi,1200176766,498.21966886520386
Shower Gel,Office Supplies,Pepsi,1753549762,747.9429841041565
Dish Soap,Food,Pepsi,1685253474,687.7771615982056
Towels,Home Appliances,Pepsi,1289139878,221.15623950958252
Cutlery,Food,Pepsi,1943365441,164.81393575668335
Sanitizer,Home Appliances,Pepsi,1556122193,554.4056296348572
Laundry Detergent,Office Supplies,Pepsi,1273071064,665.8812761306763
Fabric Softener,Home Supplies,Pepsi,1494403532,413.821280002594
Dishwasher,Home Appliances,Pepsi,1419589438,594.8686599731445
Refrigerator,Personal Gadget,Pepsi,1334501192,236.15413904190063
TV,Food,Pepsi,1223620732,451.61163806915283
Sound System,Office Supplies,Pepsi,1147112673,145.98006010055542
Microwave,Office Supplies,Pepsi,1777184395,342.12779998779297
Oven,Office Supplies,Pepsi,1189047465,755.8552026748657
Electric Kettle,Office Supplies,Pepsi,1228725462,649.0199565887451
Coffee Maker,Food,Pepsi,1642569460,656.2129855155945
Heater,Food,Pepsi,1870526949,456.4282298088074
Humidifier,Personal Gadget,Pepsi,1293901318,121.88869714736938
Gaming Console,Food,Pepsi,1437002018,381.32017850875854
Pen,Home Appliances,Pepsi,1300192832,552.8233647346497
Pencil,Office Supplies,Pepsi,1003075976,586.2941145896912
Notepad,Home Supplies,Pepsi,1789565190,991.209089756012
Sticky Notes,Food,Pepsi,1373580694,603.4750938415527
Calendar,Personal Gadget,Pepsi,1103452548,45.197129249572754
Planner,Home Supplies,Pepsi,1038975729,240.17083644866943
Highlighter,Office Supplies,Pepsi,1892535667,45.01909017562866
Sharpener,Food,Pepsi,1297005098,961.0105156898499
Notebook,Home Appliances,Pepsi,1525886675,871.3306188583374
Journal,Home Supplies,Pepsi,1926952184,335.23476123809814
Diary,Home Appliances,Pepsi,1766937568,753.7426352500916
Printer,Home Appliances,Pepsi,1291438992,129.1700005531311
Trashcan,Food,Pepsi,1949580436,331.4688801765442
Chair,Home Appliances,Pepsi,1134336401,530.8791995048523
Tape,Office Supplies,Pepsi,1883776348,305.0075173377991
Eraser,Home Appliances,Pepsi,1862032560,575.3102898597717
Iphone X,Office Supplies,Coca Cola,1003774114,260.6484889984131
Ipad Pro,Home Appliances,Coca Cola,1224399007,743.3919906616211
Macbook Pro,Office Supplies,Coca Cola,1305339614,406.82798624038696
XPS 13,Home Supplies,Coca Cola,1052277546,727.4795770645142
Noise Cancelling Series 2,Food,Coca Cola,1003806017,477.0413041114807
Inspiron,Food,Coca Cola,1826782856,669.003427028656
Macbook Air,Office Supplies,Coca Cola,1575442058,397.9017734527588
Chips,Personal Gadget,Coca Cola,1134407151,603.4079194068909
Milk,Food,Coca Cola,1554385838,228.3458113670349
Yoghurt,Home Supplies,Coca Cola,1548671404,104.39765453338623
Cheese,Food,Coca Cola,1670622672,597.9134440422058
Chicken Breast,Personal Gadget,Coca Cola,1737373228,56.678056716918945
Frozen Pizza,Food,Coca Cola,1296232980,425.0750541687012
Bagels,Office Supplies,Coca Cola,1953432292,346.94451093673706
Bread,Food,Coca Cola,1773066818,112.96272277832031
Cookies,Office Supplies,Coca Cola,1871659685,930.6351542472839
Sparkling Water,Office Supplies,Coca Cola,1721403365,997.4420666694641
Energy Drink,Food,Coca Cola,1593827579,981.3231229782104
Soda,Food,Coca Cola,1462939960,374.71258640289307
Root Beer,Personal Gadget,Coca Cola,1686167833,575.6322741508484
Juice,Office Supplies,Coca Cola,1960166995,541.644036769867
Toilet Paper,Personal Gadget,Coca Cola,1228482625,914.8721098899841
Tooth Brush,Home Appliances,Coca Cola,1295983812,536.5787744522095
Mouthwash,Home Supplies,Coca Cola,1949635726,381.4971446990967
Toothpaste,Home Appliances,Coca Cola,1451088218,531.699538230896
Soap,Home Appliances,Coca Cola,1773158554,610.9161972999573
Shampoo,Home Appliances,Coca Cola,1631640054,476.25887393951416
Shower Gel,Home Appliances,Coca Cola,1187530260,204.64563369750977
Dish Soap,Personal Gadget,Coca Cola,1445999118,764.5934820175171
Towels,Personal Gadget,Coca Cola,1242473334,87.48209476470947
Cutlery,Home Supplies,Coca Cola,1007630163,561.1249804496765
Sanitizer,Office Supplies,Coca Cola,1125077366,828.0563950538635
Laundry Detergent,Personal Gadget,Coca Cola,1372846044,379.336416721344
Fabric Softener,Home Supplies,Coca Cola,1923069413,398.23096990585327
Dishwasher,Personal Gadget,Coca Cola,1318834760,521.482527256012
Refrigerator,Food,Coca Cola,1588072009,882.3587894439697
TV,Food,Coca Cola,1181927633,744.6467876434326
Sound System,Home Appliances,Coca Cola,1285826205,993.1000471115112
Microwave,Home Supplies,Coca Cola,1551479327,746.4213967323303
Oven,Personal Gadget,Coca Cola,1295336527,977.5773882865906
Electric Kettle,Personal Gadget,Coca Cola,1934832629,745.3159093856812
Coffee Maker,Home Appliances,Coca Cola,1692568474,568.0568814277649
Heater,Food,Coca Cola,1848047520,67.96520948410034
Humidifier,Food,Coca Cola,1040172187,147.61406183242798
Gaming Console,Food,Coca Cola,1060424321,513.9166116714478
Pen,Home Appliances,Coca Cola,1781821997,756.537914276123
Pencil,Food,Coca Cola,1234007207,631.44850730896
Notepad,Personal Gadget,Coca Cola,1602875607,93.33735704421997
Sticky Notes,Personal Gadget,Coca Cola,1898507291,452.36897468566895
Calendar,Home Appliances,Coca Cola,1528520669,289.55358266830444
Planner,Home Appliances,Coca Cola,1424348625,763.5297775268555
Highlighter,Home Supplies,Coca Cola,1362368052,125.1896619796753
Sharpener,Food,Coca Cola,1379351934,466.9775366783142
Notebook,Personal Gadget,Coca Cola,1364169553,57.10834264755249
Journal,Home Supplies,Coca Cola,1746097984,843.974769115448
Diary,Office Supplies,Coca Cola,1982212187,152.50980854034424
Printer,Home Appliances,Coca Cola,1946040565,700.9056806564331
Trashcan,Home Appliances,Coca Cola,1416821254,840.4973149299622
Chair,Food,Coca Cola,1362383604,63.31992149353027
Tape,Home Appliances,Coca Cola,1734767761,544.3092584609985
Eraser,Home Supplies,Coca Cola,1116638453,689.655601978302
Iphone X,Home Appliances,A & W,1884323198,353.2049059867859
Ipad Pro,Office Supplies,A & W,1664296505,605.7533621788025
Macbook Pro,Home Appliances,A & W,1996963678,195.02758979797363
XPS 13,Home Appliances,A & W,1404481940,787.972092628479
Noise Cancelling Series 2,Personal Gadget,A & W,1789646193,627.545952796936
Inspiron,Home Supplies,A & W,1908700683,235.02761125564575
Macbook Air,Home Supplies,A & W,1202141134,668.8342094421387
Chips,Home Supplies,A & W,1667414967,920.6916093826294
Milk,Office Supplies,A & W,1883705192,714.8529291152954
Yoghurt,Home Supplies,A & W,1923312673,480.94362020492554
Cheese,Food,A & W,1064648409,867.3301935195923
Chicken Breast,Office Supplies,A & W,1340594294,195.40894031524658
Frozen Pizza,Home Appliances,A & W,1258935537,128.92740964889526
Bagels,Home Appliances,A & W,1974784077,624.9233484268188
Bread,Personal Gadget,A & W,1207345071,268.0438160896301
Cookies,Food,A & W,1422523058,681.4343333244324
Sparkling Water,Home Supplies,A & W,1315989004,455.6378126144409
Energy Drink,Office Supplies,A & W,1701184890,465.41428565979004
Soda,Food,A & W,1416899345,414.9036407470703
Root Beer,Office Supplies,A & W,1530260855,707.3682546615601
Juice,Food,A & W,1086265804,75.95944404602051
Toilet Paper,Home Appliances,A & W,1347199012,407.34583139419556
Tooth Brush,Food,A & W,1627739536,6.910204887390137
Mouthwash,Office Supplies,A & W,1817298124,358.7191700935364
Toothpaste,Personal Gadget,A & W,1554600048,5.4174065589904785
Soap,Office Supplies,A & W,1408508292,764.5840048789978
Shampoo,Home Supplies,A & W,1392746490,627.5175213813782
Shower Gel,Home Supplies,A & W,1056371359,467.343807220459
Dish Soap,Office Supplies,A & W,1549267996,439.80610370635986
Towels,Office Supplies,A & W,1191254636,290.3076410293579
Cutlery,Food,A & W,1037250659,884.7745656967163
Sanitizer,Home Appliances,A & W,1729534803,276.0899066925049
Laundry Detergent,Personal Gadget,A & W,1970589793,715.224027633667
Fabric Softener,Personal Gadget,A & W,1723134171,857.4557900428772
Dishwasher,Office Supplies,A & W,1912624556,491.06597900390625
Refrigerator,Home Supplies,A & W,1539093398,134.87249612808228
TV,Personal Gadget,A & W,1614746981,39.876699447631836
Sound System,Personal Gadget,A & W,1914591600,899.8724818229675
Microwave,Home Appliances,A & W,1166736876,601.3297438621521
Oven,Food,A & W,1355540782,38.518428802490234
Electric Kettle,Home Supplies,A & W,1616039733,535.7626080513
Coffee Maker,Home Appliances,A & W,1861746806,694.5015788078308
Heater,Food,A & W,1230761971,549.9194264411926
Humidifier,Personal Gadget,A & W,1252435209,552.0618557929993
Gaming Console,Office Supplies,A & W,1578659089,840.27498960495
Pen,Food,A & W,1707099812,815.9611225128174
Pencil,Personal Gadget,A & W,1785314740,978.8169264793396
Notepad,Home Supplies,A & W,1943185249,685.779333114624
Sticky Notes,Home Supplies,A & W,1798151477,760.9115242958069
Calendar,Office Supplies,A & W,1529724173,127.05320119857788
Planner,Home Appliances,A & W,1313607271,233.69204998016357
Highlighter,Home Appliances,A & W,1631006337,580.1007151603699
Sharpener,Food,A & W,1583103662,250.70303678512573
Notebook,Food,A & W,1323573362,482.2413921356201
Journal,Personal Gadget,A & W,1475300366,819.3415403366089
Diary,Food,A & W,1010848183,439.63587284088135
Printer,Home Supplies,A & W,1579178892,277.63187885284424
Trashcan,Office Supplies,A & W,1240688274,915.8557057380676
Chair,Office Supplies,A & W,1441949689,652.3330211639404
Tape,Food,A & W,1920882167,15.909135341644287
Eraser,Food,A & W,1170485085,998.2277154922485
